[14 Oct] 03:29:36 | INFO | Iteration #1
[14 Oct] 03:41:04 | INFO | Page #1  Lot #4
[14 Oct] 03:41:04 | INFO | Page #1  Lot #5
[14 Oct] 03:41:05 | INFO | Page #1  Lot #6
[14 Oct] 03:41:05 | INFO | Page #1  Lot #7
[14 Oct] 03:41:05 | INFO | Page #1  Lot #8
[14 Oct] 03:41:06 | INFO | Page #1  Lot #9
[14 Oct] 03:41:06 | INFO | Page #1  Lot #10
[14 Oct] 03:41:09 | INFO | Page #2  Lot #11
[14 Oct] 03:41:09 | INFO | Page #2  Lot #12
[14 Oct] 03:41:09 | INFO | Page #2  Lot #13
[14 Oct] 03:41:10 | INFO | Page #2  Lot #14
[14 Oct] 03:41:10 | INFO | Page #2  Lot #15
[14 Oct] 03:41:10 | INFO | Page #2  Lot #16
[14 Oct] 03:41:11 | INFO | Page #2  Lot #17
[14 Oct] 03:41:11 | INFO | Page #2  Lot #18
[14 Oct] 03:41:11 | INFO | Page #2  Lot #19
[14 Oct] 03:41:12 | INFO | Page #2  Lot #20
[14 Oct] 03:41:13 | INFO | Page #3  Lot #21
[14 Oct] 03:41:13 | INFO | Page #3  Lot #22
[14 Oct] 03:41:14 | INFO | Page #3  Lot #23
[14 Oct] 03:41:14 | INFO | Page #3  Lot #24
[14 Oct] 03:41:14 | INFO | Page #3  Lot #25
[14 Oct] 03:41:15 | INFO | Page #3  Lot #26
[14 Oct] 03:41:15 | INFO | Page #3  Lot #27
[14 Oct] 03:41:15 | INFO | Page #3  Lot #28
[14 Oct] 03:41:16 | INFO | Page #3  Lot #29
[14 Oct] 03:41:16 | INFO | Page #3  Lot #30
[14 Oct] 03:41:17 | INFO | Page #4  Lot #31
[14 Oct] 03:41:17 | INFO | Page #4  Lot #32
[14 Oct] 03:41:18 | INFO | Page #4  Lot #33
[14 Oct] 03:41:18 | INFO | Page #4  Lot #34
[14 Oct] 03:41:18 | INFO | Page #4  Lot #35
[14 Oct] 03:41:19 | INFO | Page #4  Lot #36
[14 Oct] 03:41:19 | INFO | Page #4  Lot #37
[14 Oct] 03:41:19 | INFO | Page #4  Lot #38
[14 Oct] 03:41:20 | INFO | Page #4  Lot #39
[14 Oct] 03:41:20 | INFO | Page #4  Lot #40
[14 Oct] 03:41:23 | INFO | Page #5  Lot #41
[14 Oct] 03:41:23 | INFO | Page #5  Lot #42
[14 Oct] 03:41:24 | INFO | Page #5  Lot #43
[14 Oct] 03:41:24 | INFO | Page #5  Lot #44
[14 Oct] 03:41:24 | INFO | Page #5  Lot #45
[14 Oct] 03:41:25 | INFO | Page #5  Lot #46
[14 Oct] 03:41:25 | INFO | Page #5  Lot #47
[14 Oct] 03:41:25 | INFO | Page #5  Lot #48
[14 Oct] 03:41:26 | INFO | Page #5  Lot #49
[14 Oct] 03:41:26 | INFO | Page #5  Lot #50
[14 Oct] 03:41:28 | INFO | Page #6  Lot #51
[14 Oct] 03:41:28 | INFO | Page #6  Lot #52
[14 Oct] 03:41:28 | INFO | Page #6  Lot #53
[14 Oct] 03:41:29 | INFO | Page #6  Lot #54
[14 Oct] 03:41:29 | INFO | Page #6  Lot #55
[14 Oct] 03:41:29 | INFO | Page #6  Lot #56
[14 Oct] 03:41:30 | INFO | Page #6  Lot #57
[14 Oct] 03:41:30 | INFO | Page #6  Lot #58
[14 Oct] 03:41:30 | INFO | Page #6  Lot #59
[14 Oct] 03:41:31 | INFO | Page #6  Lot #60
[14 Oct] 03:41:33 | INFO | Page #7  Lot #61
[14 Oct] 03:41:33 | INFO | Page #7  Lot #62
[14 Oct] 03:41:33 | INFO | Page #7  Lot #63
[14 Oct] 03:41:34 | INFO | Page #7  Lot #64
[14 Oct] 03:41:34 | INFO | Page #7  Lot #65
[14 Oct] 03:41:34 | INFO | Page #7  Lot #66
[14 Oct] 03:41:35 | INFO | Page #7  Lot #67
[14 Oct] 03:41:35 | INFO | Page #7  Lot #68
[14 Oct] 03:41:35 | INFO | Page #7  Lot #69
[14 Oct] 03:41:36 | INFO | Page #7  Lot #70
[14 Oct] 03:41:37 | INFO | Page #8  Lot #71
[14 Oct] 03:41:37 | INFO | Page #8  Lot #72
[14 Oct] 03:41:38 | INFO | Page #8  Lot #73
[14 Oct] 03:41:38 | INFO | Page #8  Lot #74
[14 Oct] 03:41:38 | INFO | Page #8  Lot #75
[14 Oct] 03:41:39 | INFO | Page #8  Lot #76
[14 Oct] 03:41:39 | INFO | Page #8  Lot #77
[14 Oct] 03:41:39 | INFO | Page #8  Lot #78
[14 Oct] 03:41:40 | INFO | Page #8  Lot #79
[14 Oct] 03:41:40 | INFO | Page #8  Lot #80
[14 Oct] 03:41:42 | INFO | Page #9  Lot #81
[14 Oct] 03:41:42 | INFO | Page #9  Lot #82
[14 Oct] 03:41:42 | INFO | Page #9  Lot #83
[14 Oct] 03:41:43 | INFO | Page #9  Lot #84
[14 Oct] 03:41:43 | INFO | Page #9  Lot #85
[14 Oct] 03:41:43 | INFO | Page #9  Lot #86
[14 Oct] 03:41:44 | INFO | Page #9  Lot #87
[14 Oct] 03:41:44 | INFO | Page #9  Lot #88
[14 Oct] 03:41:44 | INFO | Page #9  Lot #89
[14 Oct] 03:41:45 | INFO | Page #9  Lot #90
[14 Oct] 03:41:46 | INFO | Page #10  Lot #91
[14 Oct] 03:41:46 | INFO | Page #10  Lot #92
[14 Oct] 03:41:47 | INFO | Page #10  Lot #93
[14 Oct] 03:41:47 | INFO | Page #10  Lot #94
[14 Oct] 03:41:47 | INFO | Page #10  Lot #95
[14 Oct] 03:41:48 | INFO | Page #10  Lot #96
[14 Oct] 03:41:48 | INFO | Page #10  Lot #97
[14 Oct] 03:41:48 | INFO | Page #10  Lot #98
[14 Oct] 03:41:49 | INFO | Page #10  Lot #99
[14 Oct] 03:41:49 | INFO | Page #10  Lot #100
[14 Oct] 03:42:50 | INFO | Iteration #8

[14 Oct] 03:42:59 | INFO | Page #1  Lot #1
[14 Oct] 03:42:59 | INFO | Page #1  Lot #2
[14 Oct] 03:42:59 | INFO | Page #1  Lot #3
[14 Oct] 03:43:00 | INFO | Page #1  Lot #4
[14 Oct] 03:43:00 | INFO | Page #1  Lot #5
[14 Oct] 03:43:00 | INFO | Page #1  Lot #6
[14 Oct] 03:43:01 | INFO | Page #1  Lot #7
[14 Oct] 03:43:01 | INFO | Page #1  Lot #8
[14 Oct] 03:43:01 | INFO | Page #1  Lot #9
[14 Oct] 03:43:02 | INFO | Page #1  Lot #10
[14 Oct] 03:43:04 | INFO | Page #2  Lot #11
[14 Oct] 03:43:05 | INFO | Page #2  Lot #12
[14 Oct] 03:43:05 | INFO | Page #2  Lot #13
[14 Oct] 03:43:05 | INFO | Page #2  Lot #14
[14 Oct] 03:43:06 | INFO | Page #2  Lot #15
[14 Oct] 03:43:06 | INFO | Page #2  Lot #16
[14 Oct] 03:43:06 | INFO | Page #2  Lot #17
[14 Oct] 03:43:07 | INFO | Page #2  Lot #18
[14 Oct] 03:43:07 | INFO | Page #2  Lot #19
[14 Oct] 03:43:07 | INFO | Page #2  Lot #20
[14 Oct] 03:43:09 | INFO | Page #3  Lot #21
[14 Oct] 03:43:09 | INFO | Page #3  Lot #22
[14 Oct] 03:43:09 | INFO | Page #3  Lot #23
[14 Oct] 03:43:10 | INFO | Page #3  Lot #24
[14 Oct] 03:43:10 | INFO | Page #3  Lot #25
[14 Oct] 03:43:11 | INFO | Page #3  Lot #26
[14 Oct] 03:43:11 | INFO | Page #3  Lot #27
[14 Oct] 03:43:11 | INFO | Page #3  Lot #28
[14 Oct] 03:43:12 | INFO | Page #3  Lot #29
[14 Oct] 03:43:12 | INFO | Page #3  Lot #30
[14 Oct] 03:43:14 | INFO | Page #4  Lot #31
[14 Oct] 03:43:14 | INFO | Page #4  Lot #32
[14 Oct] 03:43:15 | INFO | Page #4  Lot #33
[14 Oct] 03:43:15 | INFO | Page #4  Lot #34
[14 Oct] 03:43:15 | INFO | Page #4  Lot #35
[14 Oct] 03:43:16 | INFO | Page #4  Lot #36
[14 Oct] 03:43:16 | INFO | Page #4  Lot #37
[14 Oct] 03:43:16 | INFO | Page #4  Lot #38
[14 Oct] 03:43:17 | INFO | Page #4  Lot #39
[14 Oct] 03:43:17 | INFO | Page #4  Lot #40
[14 Oct] 03:43:18 | INFO | Page #5  Lot #41
[14 Oct] 03:43:19 | INFO | Page #5  Lot #42
[14 Oct] 03:43:19 | INFO | Page #5  Lot #43
[14 Oct] 03:43:19 | INFO | Page #5  Lot #44
[14 Oct] 03:43:20 | INFO | Page #5  Lot #45
[14 Oct] 03:43:20 | INFO | Page #5  Lot #46
[14 Oct] 03:43:20 | INFO | Page #5  Lot #47
[14 Oct] 03:43:21 | INFO | Page #5  Lot #48
[14 Oct] 03:43:21 | INFO | Page #5  Lot #49
[14 Oct] 03:43:21 | INFO | Page #5  Lot #50
[14 Oct] 03:43:23 | INFO | Page #6  Lot #51
[14 Oct] 03:43:24 | INFO | Page #6  Lot #52
[14 Oct] 03:43:24 | INFO | Page #6  Lot #53
[14 Oct] 03:43:24 | INFO | Page #6  Lot #54
[14 Oct] 03:43:25 | INFO | Page #6  Lot #55
[14 Oct] 03:43:25 | INFO | Page #6  Lot #56
[14 Oct] 03:43:25 | INFO | Page #6  Lot #57
[14 Oct] 03:43:26 | INFO | Page #6  Lot #58
[14 Oct] 03:43:26 | INFO | Page #6  Lot #59
[14 Oct] 03:43:27 | INFO | Page #6  Lot #60
[14 Oct] 03:43:29 | INFO | Page #7  Lot #61
[14 Oct] 03:43:29 | INFO | Page #7  Lot #62
[14 Oct] 03:43:30 | INFO | Page #7  Lot #63
[14 Oct] 03:43:30 | INFO | Page #7  Lot #64
[14 Oct] 03:43:30 | INFO | Page #7  Lot #65
[14 Oct] 03:43:31 | INFO | Page #7  Lot #66
[14 Oct] 03:43:31 | INFO | Page #7  Lot #67
[14 Oct] 03:43:31 | INFO | Page #7  Lot #68
[14 Oct] 03:43:32 | INFO | Page #7  Lot #69
[14 Oct] 03:43:32 | INFO | Page #7  Lot #70
[14 Oct] 03:43:34 | INFO | Page #8  Lot #71
[14 Oct] 03:43:34 | INFO | Page #8  Lot #72
[14 Oct] 03:43:34 | INFO | Page #8  Lot #73
[14 Oct] 03:43:35 | INFO | Page #8  Lot #74
[14 Oct] 03:43:35 | INFO | Page #8  Lot #75
[14 Oct] 03:43:35 | INFO | Page #8  Lot #76
[14 Oct] 03:43:36 | INFO | Page #8  Lot #77
[14 Oct] 03:43:36 | INFO | Page #8  Lot #78
[14 Oct] 03:43:36 | INFO | Page #8  Lot #79
[14 Oct] 03:43:37 | INFO | Page #8  Lot #80
[14 Oct] 03:43:39 | INFO | Page #9  Lot #81
[14 Oct] 03:43:39 | INFO | Page #9  Lot #82
[14 Oct] 03:43:39 | INFO | Page #9  Lot #83
[14 Oct] 03:43:40 | INFO | Page #9  Lot #84
[14 Oct] 03:43:40 | INFO | Page #9  Lot #85
[14 Oct] 03:43:40 | INFO | Page #9  Lot #86
[14 Oct] 03:43:41 | INFO | Page #9  Lot #87
[14 Oct] 03:43:41 | INFO | Page #9  Lot #88
[14 Oct] 03:43:41 | INFO | Page #9  Lot #89
[14 Oct] 03:43:42 | INFO | Page #9  Lot #90
[14 Oct] 03:43:44 | INFO | Page #10  Lot #91
[14 Oct] 03:43:44 | INFO | Page #10  Lot #92
[14 Oct] 03:43:44 | INFO | Page #10  Lot #93
[14 Oct] 03:43:45 | INFO | Page #10  Lot #94
[14 Oct] 03:43:45 | INFO | Page #10  Lot #95
[14 Oct] 03:43:45 | INFO | Page #10  Lot #96
[14 Oct] 03:43:46 | INFO | Page #10  Lot #97
[14 Oct] 03:43:46 | INFO | Page #10  Lot #98
[14 Oct] 03:43:46 | INFO | Page #10  Lot #99
[14 Oct] 03:43:47 | INFO | Page #10  Lot #100
[14 Oct] 03:44:48 | INFO | Iteration #9

[14 Oct] 03:44:57 | INFO | Page #1  Lot #1
[14 Oct] 03:44:57 | INFO | Page #1  Lot #2
[14 Oct] 03:44:57 | INFO | Page #1  Lot #3
[14 Oct] 03:44:58 | INFO | Page #1  Lot #4
[14 Oct] 03:44:58 | INFO | Page #1  Lot #5
[14 Oct] 03:44:58 | INFO | Page #1  Lot #6
[14 Oct] 03:44:59 | INFO | Page #1  Lot #7
[14 Oct] 03:44:59 | INFO | Page #1  Lot #8
[14 Oct] 03:45:00 | INFO | Page #1  Lot #9
[14 Oct] 03:45:00 | INFO | Page #1  Lot #10
[14 Oct] 03:45:01 | INFO | Page #2  Lot #11
[14 Oct] 03:45:01 | INFO | Page #2  Lot #12
[14 Oct] 03:45:01 | INFO | Page #2  Lot #13
[14 Oct] 03:45:02 | INFO | Page #2  Lot #14
[14 Oct] 03:45:02 | INFO | Page #2  Lot #15
[14 Oct] 03:45:02 | INFO | Page #2  Lot #16
[14 Oct] 03:45:03 | INFO | Page #2  Lot #17
[14 Oct] 03:45:03 | INFO | Page #2  Lot #18
[14 Oct] 03:45:03 | INFO | Page #2  Lot #19
[14 Oct] 03:45:04 | INFO | Page #2  Lot #20
[14 Oct] 03:45:05 | INFO | Page #3  Lot #21
[14 Oct] 03:45:06 | INFO | Page #3  Lot #22
[14 Oct] 03:45:06 | INFO | Page #3  Lot #23
[14 Oct] 03:45:06 | INFO | Page #3  Lot #24
[14 Oct] 03:45:07 | INFO | Page #3  Lot #25
[14 Oct] 03:45:07 | INFO | Page #3  Lot #26
[14 Oct] 03:45:07 | INFO | Page #3  Lot #27
[14 Oct] 03:45:08 | INFO | Page #3  Lot #28
[14 Oct] 03:45:08 | INFO | Page #3  Lot #29
[14 Oct] 03:45:08 | INFO | Page #3  Lot #30
[14 Oct] 03:45:19 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 03:46:19 | INFO | Iteration #10

[14 Oct] 03:46:27 | INFO | Page #1  Lot #1
[14 Oct] 03:46:28 | INFO | Page #1  Lot #2
[14 Oct] 03:46:28 | INFO | Page #1  Lot #3
[14 Oct] 03:46:28 | INFO | Page #1  Lot #4
[14 Oct] 03:46:29 | INFO | Page #1  Lot #5
[14 Oct] 03:46:29 | INFO | Page #1  Lot #6
[14 Oct] 03:46:30 | INFO | Page #1  Lot #7
[14 Oct] 03:46:30 | INFO | Page #1  Lot #8
[14 Oct] 03:46:30 | INFO | Page #1  Lot #9
[14 Oct] 03:46:31 | INFO | Page #1  Lot #10
[14 Oct] 03:46:33 | INFO | Page #2  Lot #11
[14 Oct] 03:46:33 | INFO | Page #2  Lot #12
[14 Oct] 03:46:34 | INFO | Page #2  Lot #13
[14 Oct] 03:46:34 | INFO | Page #2  Lot #14
[14 Oct] 03:46:34 | INFO | Page #2  Lot #15
[14 Oct] 03:46:35 | INFO | Page #2  Lot #16
[14 Oct] 03:46:35 | INFO | Page #2  Lot #17
[14 Oct] 03:46:35 | INFO | Page #2  Lot #18
[14 Oct] 03:46:36 | INFO | Page #2  Lot #19
[14 Oct] 03:46:36 | INFO | Page #2  Lot #20
[14 Oct] 03:46:39 | INFO | Page #3  Lot #21
[14 Oct] 03:46:39 | INFO | Page #3  Lot #22
[14 Oct] 03:46:40 | INFO | Page #3  Lot #23
[14 Oct] 03:46:40 | INFO | Page #3  Lot #24
[14 Oct] 03:46:40 | INFO | Page #3  Lot #25
[14 Oct] 03:46:41 | INFO | Page #3  Lot #26
[14 Oct] 03:46:41 | INFO | Page #3  Lot #27
[14 Oct] 03:46:41 | INFO | Page #3  Lot #28
[14 Oct] 03:46:42 | INFO | Page #3  Lot #29
[14 Oct] 03:46:42 | INFO | Page #3  Lot #30
[14 Oct] 03:46:45 | INFO | Page #4  Lot #31
[14 Oct] 03:46:45 | INFO | Page #4  Lot #32
[14 Oct] 03:46:45 | INFO | Page #4  Lot #33
[14 Oct] 03:46:46 | INFO | Page #4  Lot #34
[14 Oct] 03:46:46 | INFO | Page #4  Lot #35
[14 Oct] 03:46:46 | INFO | Page #4  Lot #36
[14 Oct] 03:46:47 | INFO | Page #4  Lot #37
[14 Oct] 03:46:47 | INFO | Page #4  Lot #38
[14 Oct] 03:46:47 | INFO | Page #4  Lot #39
[14 Oct] 03:46:48 | INFO | Page #4  Lot #40
[14 Oct] 03:46:50 | INFO | Page #5  Lot #41
[14 Oct] 03:46:50 | INFO | Page #5  Lot #42
[14 Oct] 03:46:50 | INFO | Page #5  Lot #43
[14 Oct] 03:46:51 | INFO | Page #5  Lot #44
[14 Oct] 03:46:51 | INFO | Page #5  Lot #45
[14 Oct] 03:46:51 | INFO | Page #5  Lot #46
[14 Oct] 03:46:52 | INFO | Page #5  Lot #47
[14 Oct] 03:46:52 | INFO | Page #5  Lot #48
[14 Oct] 03:46:52 | INFO | Page #5  Lot #49
[14 Oct] 03:46:53 | INFO | Page #5  Lot #50
[14 Oct] 03:46:56 | INFO | Page #6  Lot #51
[14 Oct] 03:46:57 | INFO | Page #6  Lot #52
[14 Oct] 03:46:57 | INFO | Page #6  Lot #53
[14 Oct] 03:46:57 | INFO | Page #6  Lot #54
[14 Oct] 03:46:58 | INFO | Page #6  Lot #55
[14 Oct] 03:46:58 | INFO | Page #6  Lot #56
[14 Oct] 03:46:58 | INFO | Page #6  Lot #57
[14 Oct] 03:46:59 | INFO | Page #6  Lot #58
[14 Oct] 03:46:59 | INFO | Page #6  Lot #59
[14 Oct] 03:46:59 | INFO | Page #6  Lot #60
[14 Oct] 03:47:03 | INFO | Page #7  Lot #61
[14 Oct] 03:47:04 | INFO | Page #7  Lot #62
[14 Oct] 03:47:04 | INFO | Page #7  Lot #63
[14 Oct] 03:47:04 | INFO | Page #7  Lot #64
[14 Oct] 03:47:05 | INFO | Page #7  Lot #65
[14 Oct] 03:47:05 | INFO | Page #7  Lot #66
[14 Oct] 03:47:05 | INFO | Page #7  Lot #67
[14 Oct] 03:47:06 | INFO | Page #7  Lot #68
[14 Oct] 03:47:06 | INFO | Page #7  Lot #69
[14 Oct] 03:47:06 | INFO | Page #7  Lot #70
[14 Oct] 03:47:09 | INFO | Page #8  Lot #71
[14 Oct] 03:47:09 | INFO | Page #8  Lot #72
[14 Oct] 03:47:10 | INFO | Page #8  Lot #73
[14 Oct] 03:47:10 | INFO | Page #8  Lot #74
[14 Oct] 03:47:10 | INFO | Page #8  Lot #75
[14 Oct] 03:47:11 | INFO | Page #8  Lot #76
[14 Oct] 03:47:11 | INFO | Page #8  Lot #77
[14 Oct] 03:47:11 | INFO | Page #8  Lot #78
[14 Oct] 03:47:12 | INFO | Page #8  Lot #79
[14 Oct] 03:47:12 | INFO | Page #8  Lot #80
[14 Oct] 03:47:14 | INFO | Page #9  Lot #81
[14 Oct] 03:47:14 | INFO | Page #9  Lot #82
[14 Oct] 03:47:15 | INFO | Page #9  Lot #83
[14 Oct] 03:47:15 | INFO | Page #9  Lot #84
[14 Oct] 03:47:15 | INFO | Page #9  Lot #85
[14 Oct] 03:47:16 | INFO | Page #9  Lot #86
[14 Oct] 03:47:16 | INFO | Page #9  Lot #87
[14 Oct] 03:47:16 | INFO | Page #9  Lot #88
[14 Oct] 03:47:17 | INFO | Page #9  Lot #89
[14 Oct] 03:47:17 | INFO | Page #9  Lot #90
[14 Oct] 03:47:18 | INFO | Page #10  Lot #91
[14 Oct] 03:47:19 | INFO | Page #10  Lot #92
[14 Oct] 03:47:19 | INFO | Page #10  Lot #93
[14 Oct] 03:47:19 | INFO | Page #10  Lot #94
[14 Oct] 03:47:20 | INFO | Page #10  Lot #95
[14 Oct] 03:47:20 | INFO | Page #10  Lot #96
[14 Oct] 03:47:20 | INFO | Page #10  Lot #97
[14 Oct] 03:47:21 | INFO | Page #10  Lot #98
[14 Oct] 03:47:21 | INFO | Page #10  Lot #99
[14 Oct] 03:47:22 | INFO | Page #10  Lot #100
[14 Oct] 03:48:23 | INFO | Iteration #11

[14 Oct] 03:48:31 | INFO | Page #1  Lot #1
[14 Oct] 03:48:32 | INFO | Page #1  Lot #2
[14 Oct] 03:48:32 | INFO | Page #1  Lot #3
[14 Oct] 03:48:33 | INFO | Page #1  Lot #4
[14 Oct] 03:48:33 | INFO | Page #1  Lot #5
[14 Oct] 03:48:33 | INFO | Page #1  Lot #6
[14 Oct] 03:48:34 | INFO | Page #1  Lot #7
[14 Oct] 03:48:34 | INFO | Page #1  Lot #8
[14 Oct] 03:48:34 | INFO | Page #1  Lot #9
[14 Oct] 03:48:35 | INFO | Page #1  Lot #10
[14 Oct] 03:48:35 | INFO | Page #2  Lot #11
[14 Oct] 03:48:36 | INFO | Page #2  Lot #12
[14 Oct] 03:48:36 | INFO | Page #2  Lot #13
[14 Oct] 03:48:37 | INFO | Page #2  Lot #14
[14 Oct] 03:48:37 | INFO | Page #2  Lot #15
[14 Oct] 03:48:37 | INFO | Page #2  Lot #16
[14 Oct] 03:48:38 | INFO | Page #2  Lot #17
[14 Oct] 03:48:38 | INFO | Page #2  Lot #18
[14 Oct] 03:48:38 | INFO | Page #2  Lot #19
[14 Oct] 03:48:39 | INFO | Page #2  Lot #20
[14 Oct] 03:48:39 | INFO | Page #3  Lot #21
[14 Oct] 03:48:40 | INFO | Page #3  Lot #22
[14 Oct] 03:48:40 | INFO | Page #3  Lot #23
[14 Oct] 03:48:40 | INFO | Page #3  Lot #24
[14 Oct] 03:48:41 | INFO | Page #3  Lot #25
[14 Oct] 03:48:41 | INFO | Page #3  Lot #26
[14 Oct] 03:48:42 | INFO | Page #3  Lot #27
[14 Oct] 03:48:42 | INFO | Page #3  Lot #28
[14 Oct] 03:48:42 | INFO | Page #3  Lot #29
[14 Oct] 03:48:43 | INFO | Page #3  Lot #30
[14 Oct] 03:48:44 | INFO | Page #4  Lot #31
[14 Oct] 03:48:44 | INFO | Page #4  Lot #32
[14 Oct] 03:48:45 | INFO | Page #4  Lot #33
[14 Oct] 03:48:45 | INFO | Page #4  Lot #34
[14 Oct] 03:48:45 | INFO | Page #4  Lot #35
[14 Oct] 03:48:46 | INFO | Page #4  Lot #36
[14 Oct] 03:48:46 | INFO | Page #4  Lot #37
[14 Oct] 03:48:46 | INFO | Page #4  Lot #38
[14 Oct] 03:48:47 | INFO | Page #4  Lot #39
[14 Oct] 03:48:47 | INFO | Page #4  Lot #40
[14 Oct] 03:48:48 | INFO | Page #5  Lot #41
[14 Oct] 03:48:49 | INFO | Page #5  Lot #42
[14 Oct] 03:48:49 | INFO | Page #5  Lot #43
[14 Oct] 03:48:49 | INFO | Page #5  Lot #44
[14 Oct] 03:48:50 | INFO | Page #5  Lot #45
[14 Oct] 03:48:50 | INFO | Page #5  Lot #46
[14 Oct] 03:48:50 | INFO | Page #5  Lot #47
[14 Oct] 03:48:51 | INFO | Page #5  Lot #48
[14 Oct] 03:48:51 | INFO | Page #5  Lot #49
[14 Oct] 03:48:52 | INFO | Page #5  Lot #50
[14 Oct] 03:48:52 | INFO | Page #6  Lot #51
[14 Oct] 03:48:53 | INFO | Page #6  Lot #52
[14 Oct] 03:48:53 | INFO | Page #6  Lot #53
[14 Oct] 03:48:53 | INFO | Page #6  Lot #54
[14 Oct] 03:48:54 | INFO | Page #6  Lot #55
[14 Oct] 03:48:54 | INFO | Page #6  Lot #56
[14 Oct] 03:48:54 | INFO | Page #6  Lot #57
[14 Oct] 03:48:55 | INFO | Page #6  Lot #58
[14 Oct] 03:48:55 | INFO | Page #6  Lot #59
[14 Oct] 03:48:55 | INFO | Page #6  Lot #60
[14 Oct] 03:48:56 | INFO | Page #7  Lot #61
[14 Oct] 03:48:57 | INFO | Page #7  Lot #62
[14 Oct] 03:48:57 | INFO | Page #7  Lot #63
[14 Oct] 03:48:57 | INFO | Page #7  Lot #64
[14 Oct] 03:48:58 | INFO | Page #7  Lot #65
[14 Oct] 03:48:58 | INFO | Page #7  Lot #66
[14 Oct] 03:48:58 | INFO | Page #7  Lot #67
[14 Oct] 03:48:59 | INFO | Page #7  Lot #68
[14 Oct] 03:48:59 | INFO | Page #7  Lot #69
[14 Oct] 03:48:59 | INFO | Page #7  Lot #70
[14 Oct] 03:49:00 | INFO | Page #8  Lot #71
[14 Oct] 03:49:01 | INFO | Page #8  Lot #72
[14 Oct] 03:49:01 | INFO | Page #8  Lot #73
[14 Oct] 03:49:01 | INFO | Page #8  Lot #74
[14 Oct] 03:49:02 | INFO | Page #8  Lot #75
[14 Oct] 03:49:02 | INFO | Page #8  Lot #76
[14 Oct] 03:49:02 | INFO | Page #8  Lot #77
[14 Oct] 03:49:03 | INFO | Page #8  Lot #78
[14 Oct] 03:49:03 | INFO | Page #8  Lot #79
[14 Oct] 03:49:03 | INFO | Page #8  Lot #80
[14 Oct] 03:49:05 | INFO | Page #9  Lot #81
[14 Oct] 03:49:05 | INFO | Page #9  Lot #82
[14 Oct] 03:49:06 | INFO | Page #9  Lot #83
[14 Oct] 03:49:06 | INFO | Page #9  Lot #84
[14 Oct] 03:49:06 | INFO | Page #9  Lot #85
[14 Oct] 03:49:07 | INFO | Page #9  Lot #86
[14 Oct] 03:49:07 | INFO | Page #9  Lot #87
[14 Oct] 03:49:07 | INFO | Page #9  Lot #88
[14 Oct] 03:49:08 | INFO | Page #9  Lot #89
[14 Oct] 03:49:08 | INFO | Page #9  Lot #90
[14 Oct] 03:49:09 | INFO | Page #10  Lot #91
[14 Oct] 03:49:10 | INFO | Page #10  Lot #92
[14 Oct] 03:49:10 | INFO | Page #10  Lot #93
[14 Oct] 03:49:10 | INFO | Page #10  Lot #94
[14 Oct] 03:49:11 | INFO | Page #10  Lot #95
[14 Oct] 03:49:11 | INFO | Page #10  Lot #96
[14 Oct] 03:49:11 | INFO | Page #10  Lot #97
[14 Oct] 03:49:12 | INFO | Page #10  Lot #98
[14 Oct] 03:49:12 | INFO | Page #10  Lot #99
[14 Oct] 03:49:12 | INFO | Page #10  Lot #100
[14 Oct] 03:50:13 | INFO | Iteration #12

[14 Oct] 03:50:22 | INFO | Page #1  Lot #1
[14 Oct] 03:50:23 | INFO | Page #1  Lot #2
[14 Oct] 03:50:23 | INFO | Page #1  Lot #3
[14 Oct] 03:50:23 | INFO | Page #1  Lot #4
[14 Oct] 03:50:24 | INFO | Page #1  Lot #5
[14 Oct] 03:50:24 | INFO | Page #1  Lot #6
[14 Oct] 03:50:24 | INFO | Page #1  Lot #7
[14 Oct] 03:50:25 | INFO | Page #1  Lot #8
[14 Oct] 03:50:25 | INFO | Page #1  Lot #9
[14 Oct] 03:50:25 | INFO | Page #1  Lot #10
[14 Oct] 03:50:27 | INFO | Page #2  Lot #11
[14 Oct] 03:50:28 | INFO | Page #2  Lot #12
[14 Oct] 03:50:28 | INFO | Page #2  Lot #13
[14 Oct] 03:50:28 | INFO | Page #2  Lot #14
[14 Oct] 03:50:29 | INFO | Page #2  Lot #15
[14 Oct] 03:50:29 | INFO | Page #2  Lot #16
